"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","H Loc1_P [EG05_018]","H Loc8_P [EG05_018]","H Loc10_P [EG05_018]","H Loc4_P [EG05_018]"
        2763,      -25.966667,         39.0108,         36.1733,         42.4578,         42.6040
        2764,      -25.950001,         39.0108,         36.1733,         42.4578,         42.6051
        2765,      -25.933334,         39.0108,         36.1733,         42.4578,         42.6063
        2766,      -25.916668,         39.0108,         36.1733,         42.4578,         42.6074
        2767,      -25.900002,         39.0108,         36.1733,         42.4578,         42.6086
        2768,      -25.883335,         39.0108,         36.1733,         42.4578,         42.6097
        2769,      -25.866665,         39.0108,         36.1733,         42.4578,         42.6109
        2770,      -25.849998,         39.0108,         36.1733,         42.4578,         42.6120
        2771,      -25.833332,         39.0108,         36.1733,         42.4578,         42.6132
        2772,      -25.816666,         39.0108,         36.1733,         42.4578,         42.6143
        2773,      -25.799999,         39.0108,         36.1733,         42.4578,         42.6155
        2774,      -25.783333,         39.0108,         36.1733,         42.4578,         42.6166
        2775,      -25.766666,         39.0108,         36.1733,         42.4578,         42.6178
        2776,      -25.750000,         39.0108,         36.1733,         42.4578,         42.6189
        2777,      -25.733334,         39.0108,         36.1733,         42.4578,         42.6201
        2778,      -25.716667,         39.0108,         36.1733,         42.4578,         42.6212
        2779,      -25.700001,         39.0108,         36.1733,         42.4578,         42.6223
        2780,      -25.683334,         39.0108,         36.1733,         42.4578,         42.6235
