"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time (h)","Q FC01.1_R [EG14_003]","Q FC01.2_R [EG14_003]","Q FC04.1_C [EG14_003]","Q Pipe0 [EG14_003]","Q Pipe1 [EG14_003]","Q Pipe10 [EG14_003]","Q Pipe11 [EG14_003]","Q Pipe12 [EG14_003]","Q Pipe13 [EG14_003]","Q Pipe14 [EG14_003]","Q Pipe15 [EG14_003]","Q Pipe16 [EG14_003]","Q Pipe17 [EG14_003]","Q Pipe19 [EG14_003]","Q Pipe2 [EG14_003]","Q Pipe3 [EG14_003]","Q Pipe4 [EG14_003]","Q Pipe5 [EG14_003]","Q Pipe6 [EG14_003]","Q Pipe7 [EG14_003]","Q Pipe8 [EG14_003]","Q Pipe9 [EG14_003]","Q Pit1 [EG14_003]","Q Pit10 [EG14_003]","Q Pit11 [EG14_003]","Q Pit12 [EG14_003]","Q Pit13 [EG14_003]","Q Pit14 [EG14_003]","Q Pit15 [EG14_003]","Q Pit16 [EG14_003]","Q Pit17 [EG14_003]","Q Pit18 [EG14_003]","Q Pit19 [EG14_003]","Q Pit2 [EG14_003]","Q Pit3 [EG14_003]","Q Pit4 [EG14_003]","Q Pit5 [EG14_003]","Q Pit6 [EG14_003]","Q Pit7 [EG14_003]","Q Pit8 [EG14_003]","Q Pit9 [EG14_003]"
     168,          2.783334,           6.084,           8.791,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.002,           0.006,          -0.017,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.006,          -0.008,          -0.017,          -0.021,          -0.023,          -0.016,          -0.014,          -0.012,          -0.011,          -0.013,          -0.010,          -0.006,          -0.005
     169,          2.800000,           5.835,           8.581,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.002,           0.006,          -0.017,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.006,          -0.008,          -0.017,          -0.020,          -0.022,          -0.016,          -0.014,          -0.011,          -0.011,          -0.013,          -0.010,          -0.006,          -0.005
     170,          2.816667,           5.585,           8.283,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.002,           0.006,          -0.017,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.006,          -0.008,          -0.017,          -0.020,          -0.022,          -0.016,          -0.013,          -0.011,          -0.011,          -0.013,          -0.010,          -0.006,          -0.005
     171,          2.833333,           5.335,          10.566,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.002,           0.006,          -0.016,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.008,          -0.016,          -0.020,          -0.022,          -0.016,          -0.013,          -0.011,          -0.011,          -0.013,          -0.009,          -0.006,          -0.005
     172,          2.850000,           5.084,           1.398,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.002,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.002,           0.006,          -0.016,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.008,          -0.016,          -0.020,          -0.021,          -0.015,          -0.013,          -0.011,          -0.011,          -0.012,          -0.009,          -0.006,          -0.005
     173,          2.866667,           4.831,          16.042,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.002,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.002,           0.005,          -0.016,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.008,          -0.016,          -0.019,          -0.021,          -0.015,          -0.013,          -0.011,          -0.011,          -0.012,          -0.009,          -0.006,          -0.005
     174,          2.883333,           4.586,          12.330,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.002,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.002,           0.005,          -0.016,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.007,          -0.016,          -0.019,          -0.021,          -0.015,          -0.013,          -0.011,          -0.010,          -0.012,          -0.009,          -0.006,          -0.005
     175,          2.900000,           4.337,          15.675,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.002,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.002,           0.005,          -0.015,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.007,          -0.015,          -0.019,          -0.020,          -0.015,          -0.012,          -0.010,          -0.010,          -0.012,          -0.009,          -0.006,          -0.005
     176,          2.916667,           4.096,          11.754,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.002,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.002,           0.005,          -0.015,          -0.004,          -0.005,          -0.004,          -0.004,          -0.005,          -0.005,          -0.007,          -0.015,          -0.018,          -0.020,          -0.015,          -0.012,          -0.010,          -0.010,          -0.012,          -0.009,          -0.006,          -0.005
     177,          2.933333,           3.853,           1.957,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.001,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.002,           0.005,          -0.015,          -0.004,          -0.004,          -0.004,          -0.004,          -0.004,          -0.005,          -0.007,          -0.015,          -0.018,          -0.020,          -0.014,          -0.012,          -0.010,          -0.010,          -0.011,          -0.008,          -0.005,          -0.004
     178,          2.950000,           3.631,          14.900,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.001,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.002,           0.005,          -0.015,          -0.004,          -0.004,          -0.004,          -0.004,          -0.004,          -0.005,          -0.007,          -0.015,          -0.018,          -0.019,          -0.014,          -0.012,          -0.010,          -0.010,          -0.011,          -0.008,          -0.005,          -0.004
     179,          2.966667,           3.423,          -2.035,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.001,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.002,           0.005,          -0.014,          -0.004,          -0.004,          -0.004,          -0.004,          -0.004,          -0.005,          -0.007,          -0.014,          -0.017,          -0.019,          -0.014,          -0.012,          -0.010,          -0.010,          -0.011,          -0.008,          -0.005,          -0.004
     180,          2.983334,           3.248,          -2.314,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.001,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.002,           0.005,          -0.014,          -0.004,          -0.004,          -0.004,          -0.004,          -0.004,          -0.004,          -0.007,          -0.014,          -0.017,          -0.019,          -0.014,          -0.011,          -0.010,          -0.009,          -0.011,          -0.008,          -0.005,          -0.004
     181,          3.000000,           3.069,          -3.699,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,          -0.001,           0.000,          -0.000,           0.000,           0.000,           0.000,           0.001,           0.005,          -0.014,          -0.004,          -0.004,          -0.004,          -0.004,          -0.004,          -0.004,          -0.007,          -0.014,          -0.017,          -0.018,          -0.013,          -0.011,          -0.009,          -0.009,          -0.011,          -0.008,          -0.005,          -0.004
