"EG14_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_002.tcf]","Time (h)","Q ds1 [EG14_002]","Q ds2 [EG14_002]","Q ds3 [EG14_002]","Q ds4 [EG14_002]","Q ds5 [EG14_002]","Q ds_weir [EG14_002]","Q FC01.01 [EG14_002]","Q FC01.02 [EG14_002]","Q FC01.03 [EG14_002]","Q FC01.04 [EG14_002]","Q FC01.05 [EG14_002]","Q FC01.06 [EG14_002]","Q FC01.07 [EG14_002]","Q FC01.08 [EG14_002]","Q FC01.09 [EG14_002]","Q FC01.12 [EG14_002]","Q FC01.13 [EG14_002]","Q FC01.14 [EG14_002]","Q FC01.15 [EG14_002]","Q FC01.16 [EG14_002]","Q FC01.17 [EG14_002]","Q FC01.18 [EG14_002]","Q FC01.19 [EG14_002]","Q FC01.1_R [EG14_002]","Q FC01.20 [EG14_002]","Q FC01.21 [EG14_002]","Q FC01.22 [EG14_002]","Q FC01.23 [EG14_002]","Q FC01.24 [EG14_002]","Q FC01.25 [EG14_002]","Q FC01.26 [EG14_002]","Q FC01.27 [EG14_002]","Q FC01.28A [EG14_002]","Q FC01.28B [EG14_002]","Q FC01.29 [EG14_002]","Q FC01.2_R [EG14_002]","Q FC01.30 [EG14_002]","Q FC01.31 [EG14_002]","Q FC01.32 [EG14_002]","Q FC01.33 [EG14_002]","Q FC01.34 [EG14_002]","Q FC01.36 [EG14_002]","Q FC01.37 [EG14_002]","Q FC01.38 [EG14_002]","Q FC01.39 [EG14_002]","Q FC01.40 [EG14_002]","Q FC02.01 [EG14_002]","Q FC02.02 [EG14_002]","Q FC02.03 [EG14_002]","Q FC02.04 [EG14_002]","Q FC02.05 [EG14_002]","Q FC02.06 [EG14_002]","Q FC_weir1 [EG14_002]","Q RD_weir [EG14_002]"
     136,          2.250000,           1.051,           1.079,           1.081,           1.053,           0.783,           0.045,           1.036,           1.021,           1.008,           0.992,           0.970,           0.935,           0.902,           0.875,           0.842,           0.810,           0.790,           0.760,           0.734,           0.695,           0.649,           0.606,           0.566,           0.149,           0.526,           0.496,           0.436,           0.446,           0.345,           0.333,           0.315,           0.300,           0.286,           0.266,           0.246,           0.827,           0.223,           0.203,           0.186,           0.000,           0.160,           0.117,           0.079,           0.035,           0.000,           0.000,           0.079,           0.058,           0.049,           0.041,           0.027,           0.008,           0.176,           0.000
     137,          2.266667,           1.025,           1.052,           1.055,           1.020,           0.791,           0.077,           1.009,           0.995,           0.982,           0.967,           0.945,           0.910,           0.877,           0.850,           0.817,           0.786,           0.767,           0.737,           0.711,           0.673,           0.626,           0.583,           0.543,           0.137,           0.503,           0.475,           0.452,           0.427,           0.330,           0.319,           0.302,           0.287,           0.273,           0.253,           0.233,           0.801,           0.210,           0.190,           0.174,           0.000,           0.148,           0.108,           0.073,           0.032,           0.000,           0.000,           0.076,           0.055,           0.047,           0.039,           0.028,           0.007,           0.164,           0.000
     138,          2.283334,           1.000,           1.026,           1.029,           1.002,           0.746,           0.014,           0.984,           0.970,           0.957,           0.941,           0.920,           0.885,           0.852,           0.825,           0.792,           0.762,           0.743,           0.713,           0.688,           0.650,           0.604,           0.561,           0.521,           0.126,           0.482,           0.456,           0.483,           0.410,           0.315,           0.305,           0.288,           0.274,           0.260,           0.240,           0.220,           0.777,           0.197,           0.177,           0.160,           0.000,           0.136,           0.099,           0.067,           0.029,           0.000,           0.000,           0.072,           0.052,           0.044,           0.038,           0.024,           0.006,           0.151,           0.000
     139,          2.300000,           0.975,           1.001,           1.003,           0.977,           0.755,           0.067,           0.959,           0.945,           0.932,           0.917,           0.896,           0.860,           0.827,           0.801,           0.768,           0.737,           0.719,           0.690,           0.665,           0.627,           0.581,           0.539,           0.499,           0.114,           0.461,           0.435,           0.456,           0.391,           0.300,           0.290,           0.274,           0.260,           0.247,           0.227,           0.206,           0.751,           0.183,           0.163,           0.146,           0.000,           0.123,           0.090,           0.061,           0.025,           0.000,           0.000,           0.068,           0.049,           0.042,           0.036,           0.026,           0.005,           0.138,           0.000
     140,          2.316667,           0.950,           0.975,           0.978,           0.952,           0.723,           0.055,           0.935,           0.920,           0.907,           0.892,           0.871,           0.835,           0.803,           0.775,           0.742,           0.712,           0.695,           0.666,           0.642,           0.605,           0.558,           0.516,           0.478,           0.101,           0.440,           0.414,           0.277,           0.374,           0.285,           0.276,           0.259,           0.246,           0.233,           0.213,           0.192,           0.726,           0.169,           0.148,           0.132,           0.000,           0.111,           0.081,           0.055,           0.021,           0.000,           0.000,           0.064,           0.045,           0.039,           0.034,           0.023,           0.005,           0.125,           0.000
     141,          2.333333,           0.925,           0.950,           0.953,           0.928,           0.680,           0.056,           0.910,           0.896,           0.883,           0.867,           0.846,           0.811,           0.779,           0.750,           0.717,           0.687,           0.671,           0.643,           0.620,           0.583,           0.537,           0.495,           0.456,           0.088,           0.419,           0.393,           0.447,           0.354,           0.269,           0.260,           0.244,           0.231,           0.219,           0.199,           0.179,           0.700,           0.155,           0.134,           0.118,           0.000,           0.096,           0.070,           0.048,           0.007,           0.000,           0.000,           0.061,           0.042,           0.037,           0.033,           0.023,           0.004,           0.112,           0.000
     142,          2.350000,           0.901,           0.925,           0.927,           0.902,           0.670,           0.056,           0.886,           0.871,           0.859,           0.843,           0.822,           0.787,           0.754,           0.726,           0.692,           0.663,           0.648,           0.620,           0.597,           0.560,           0.515,           0.473,           0.434,           0.075,           0.397,           0.373,           0.440,           0.333,           0.253,           0.245,           0.229,           0.216,           0.204,           0.185,           0.164,           0.676,           0.140,           0.120,           0.105,           0.000,           0.083,           0.059,           0.039,           0.011,           0.000,           0.000,           0.057,           0.039,           0.035,           0.031,           0.022,           0.003,           0.099,           0.000
     143,          2.366667,           0.877,           0.900,           0.903,           0.878,           0.660,           0.056,           0.862,           0.848,           0.835,           0.819,           0.798,           0.763,           0.729,           0.701,           0.668,           0.640,           0.625,           0.597,           0.575,           0.537,           0.493,           0.450,           0.411,           0.063,           0.376,           0.352,           0.427,           0.313,           0.237,           0.229,           0.214,           0.202,           0.190,           0.170,           0.150,           0.651,           0.126,           0.106,           0.091,           0.000,           0.071,           0.050,           0.032,           0.010,           0.000,           0.000,           0.054,           0.036,           0.033,           0.029,           0.019,           0.003,           0.086,           0.000
     144,          2.383333,           0.853,           0.876,           0.878,           0.853,           0.650,           0.056,           0.838,           0.824,           0.812,           0.795,           0.774,           0.739,           0.705,           0.678,           0.644,           0.617,           0.602,           0.574,           0.552,           0.516,           0.471,           0.429,           0.391,           0.052,           0.357,           0.332,           0.250,           0.297,           0.221,           0.214,           0.199,           0.187,           0.176,           0.156,           0.136,           0.628,           0.112,           0.093,           0.078,           0.000,           0.059,           0.041,           0.026,           0.005,           0.000,           0.000,           0.051,           0.034,           0.031,           0.028,           0.019,           0.002,           0.074,           0.000
     145,          2.400000,           0.829,           0.851,           0.852,           0.827,           0.640,           0.056,           0.815,           0.801,           0.788,           0.772,           0.750,           0.714,           0.681,           0.654,           0.620,           0.593,           0.579,           0.552,           0.530,           0.494,           0.450,           0.409,           0.372,           0.041,           0.338,           0.314,           0.245,           0.275,           0.205,           0.198,           0.184,           0.172,           0.162,           0.141,           0.122,           0.604,           0.098,           0.080,           0.065,           0.000,           0.048,           0.032,           0.020,           0.005,           0.000,           0.000,           0.048,           0.031,           0.029,           0.026,           0.019,           0.002,           0.062,           0.000
     146,          2.416667,           0.806,           0.828,           0.826,           0.806,           0.604,           0.039,           0.792,           0.777,           0.764,           0.749,           0.727,           0.691,           0.658,           0.629,           0.597,           0.570,           0.556,           0.529,           0.508,           0.473,           0.429,           0.389,           0.351,           0.031,           0.320,           0.296,           0.393,           0.258,           0.189,           0.183,           0.169,           0.158,           0.147,           0.127,           0.108,           0.580,           0.085,           0.068,           0.054,           0.000,           0.037,           0.025,           0.015,           0.004,           0.000,           0.000,           0.045,           0.029,           0.027,           0.025,           0.019,           0.001,           0.051,           0.000
     147,          2.433333,           0.782,           0.805,           0.803,           0.774,           0.561,           0.054,           0.769,           0.755,           0.741,           0.725,           0.704,           0.667,           0.634,           0.607,           0.573,           0.548,           0.534,           0.508,           0.488,           0.452,           0.409,           0.369,           0.332,           0.023,           0.301,           0.277,           0.077,           0.239,           0.174,           0.168,           0.154,           0.144,           0.133,           0.113,           0.095,           0.558,           0.071,           0.056,           0.044,           0.000,           0.029,           0.017,           0.010,           0.002,           0.000,           0.000,           0.042,           0.027,           0.026,           0.024,           0.018,           0.001,           0.042,           0.000
     148,          2.450000,           0.760,           0.782,           0.777,           0.751,           0.580,           0.076,           0.746,           0.732,           0.718,           0.702,           0.681,           0.644,           0.612,           0.584,           0.551,           0.526,           0.513,           0.487,           0.467,           0.432,           0.389,           0.349,           0.313,           0.018,           0.282,           0.260,           0.223,           0.220,           0.159,           0.153,           0.140,           0.130,           0.120,           0.100,           0.082,           0.535,           0.059,           0.046,           0.035,           0.000,           0.023,           0.013,           0.007,           0.000,           0.000,           0.000,           0.040,           0.026,           0.024,           0.022,           0.016,           0.001,           0.034,           0.000
     149,          2.466667,           0.737,           0.759,           0.758,           0.740,           0.547,           0.039,           0.724,           0.709,           0.696,           0.680,           0.658,           0.622,           0.590,           0.562,           0.529,           0.505,           0.493,           0.467,           0.447,           0.413,           0.370,           0.330,           0.295,           0.016,           0.265,           0.242,           0.359,           0.207,           0.145,           0.140,           0.127,           0.116,           0.107,           0.087,           0.071,           0.514,           0.048,           0.038,           0.029,           0.000,           0.020,           0.012,           0.006,           0.000,           0.000,           0.000,           0.038,           0.024,           0.023,           0.021,           0.014,           0.001,           0.029,           0.000
     150,          2.483333,           0.715,           0.736,           0.736,           0.711,           0.555,           0.039,           0.701,           0.687,           0.673,           0.658,           0.636,           0.600,           0.568,           0.540,           0.508,           0.485,           0.473,           0.448,           0.428,           0.394,           0.351,           0.311,           0.276,           0.014,           0.247,           0.225,           0.207,           0.189,           0.132,           0.128,           0.113,           0.104,           0.094,           0.076,           0.061,           0.494,           0.039,           0.031,           0.025,           0.000,           0.017,           0.011,           0.005,           0.000,           0.000,           0.000,           0.036,           0.022,           0.022,           0.020,           0.014,           0.000,           0.024,           0.000
     151,          2.500000,           0.693,           0.713,           0.710,           0.690,           0.530,           0.053,           0.679,           0.665,           0.652,           0.636,           0.614,           0.578,           0.545,           0.518,           0.487,           0.466,           0.453,           0.428,           0.409,           0.375,           0.332,           0.293,           0.257,           0.010,           0.230,           0.209,           0.205,           0.174,           0.120,           0.116,           0.101,           0.093,           0.083,           0.066,           0.052,           0.474,           0.032,           0.026,           0.021,           0.000,           0.013,           0.007,           0.004,           0.000,           0.000,           0.000,           0.033,           0.021,           0.020,           0.018,           0.012,           0.000,           0.021,           0.000
     152,          2.516667,           0.671,           0.691,           0.688,           0.671,           0.491,           0.038,           0.658,           0.643,           0.630,           0.614,           0.593,           0.557,           0.524,           0.496,           0.467,           0.447,           0.434,           0.410,           0.390,           0.356,           0.314,           0.275,           0.240,           0.008,           0.214,           0.194,           0.197,           0.160,           0.109,           0.105,           0.091,           0.083,           0.073,           0.057,           0.045,           0.455,           0.026,           0.022,           0.018,           0.000,           0.011,           0.006,           0.002,           0.000,           0.000,           0.000,           0.032,           0.020,           0.019,           0.017,           0.013,           0.000,           0.018,           0.000
     153,          2.533334,           0.650,           0.669,           0.666,           0.651,           0.491,           0.038,           0.636,           0.622,           0.609,           0.593,           0.572,           0.537,           0.503,           0.475,           0.448,           0.429,           0.415,           0.392,           0.372,           0.339,           0.296,           0.258,           0.223,           0.006,           0.199,           0.180,           0.321,           0.147,           0.098,           0.095,           0.080,           0.073,           0.064,           0.050,           0.038,           0.436,           0.022,           0.019,           0.016,           0.000,           0.009,           0.004,           0.002,           0.000,           0.000,           0.000,           0.030,           0.018,           0.018,           0.017,           0.012,           0.000,           0.016,           0.000
     154,          2.550000,           0.629,           0.647,           0.644,           0.629,           0.495,           0.038,           0.615,           0.601,           0.588,           0.572,           0.551,           0.516,           0.483,           0.455,           0.430,           0.411,           0.397,           0.374,           0.355,           0.321,           0.280,           0.242,           0.208,           0.006,           0.185,           0.167,           0.060,           0.136,           0.088,           0.085,           0.071,           0.064,           0.056,           0.043,           0.032,           0.418,           0.018,           0.017,           0.014,           0.000,           0.009,           0.005,           0.002,           0.000,           0.000,           0.000,           0.028,           0.017,           0.017,           0.016,           0.013,           0.000,           0.014,           0.000
     155,          2.566667,           0.608,           0.626,           0.623,           0.608,           0.499,           0.038,           0.595,           0.580,           0.568,           0.552,           0.531,           0.496,           0.464,           0.437,           0.413,           0.394,           0.380,           0.357,           0.338,           0.305,           0.264,           0.227,           0.194,           0.006,           0.171,           0.154,           0.058,           0.125,           0.079,           0.076,           0.063,           0.057,           0.049,           0.037,           0.027,           0.401,           0.016,           0.015,           0.012,           0.000,           0.008,           0.005,           0.003,           0.000,           0.000,           0.000,           0.026,           0.016,           0.016,           0.015,           0.011,           0.000,           0.012,           0.000
     156,          2.583333,           0.588,           0.605,           0.603,           0.587,           0.466,           0.037,           0.575,           0.561,           0.548,           0.533,           0.512,           0.477,           0.446,           0.418,           0.396,           0.377,           0.363,           0.340,           0.322,           0.289,           0.249,           0.212,           0.180,           0.005,           0.158,           0.142,           0.055,           0.113,           0.071,           0.068,           0.055,           0.050,           0.043,           0.032,           0.023,           0.384,           0.014,           0.014,           0.011,           0.000,           0.007,           0.004,           0.002,           0.000,           0.000,           0.000,           0.025,           0.015,           0.016,           0.015,           0.012,           0.000,           0.011,           0.000
     157,          2.600000,           0.569,           0.585,           0.582,           0.567,           0.427,           0.037,           0.556,           0.542,           0.529,           0.513,           0.493,           0.458,           0.427,           0.400,           0.379,           0.361,           0.347,           0.324,           0.306,           0.273,           0.234,           0.197,           0.166,           0.004,           0.146,           0.130,           0.052,           0.104,           0.063,           0.061,           0.049,           0.044,           0.037,           0.027,           0.020,           0.367,           0.012,           0.013,           0.010,           0.000,           0.006,           0.003,           0.001,           0.000,           0.000,           0.000,           0.024,           0.015,           0.015,           0.014,           0.012,           0.000,           0.010,           0.000
     158,          2.616667,           0.549,           0.565,           0.562,           0.546,           0.388,           0.037,           0.537,           0.523,           0.510,           0.495,           0.474,           0.440,           0.409,           0.383,           0.363,           0.345,           0.331,           0.308,           0.291,           0.258,           0.219,           0.184,           0.153,           0.003,           0.135,           0.120,           0.167,           0.094,           0.056,           0.054,           0.043,           0.039,           0.032,           0.023,           0.017,           0.351,           0.011,           0.011,           0.009,           0.000,           0.005,           0.002,           0.001,           0.000,           0.000,           0.000,           0.022,           0.014,           0.015,           0.013,           0.012,           0.000,           0.009,           0.000
     159,          2.633333,           0.530,           0.545,           0.542,           0.527,           0.351,           0.037,           0.518,           0.504,           0.491,           0.476,           0.456,           0.422,           0.391,           0.366,           0.348,           0.329,           0.315,           0.293,           0.276,           0.244,           0.205,           0.171,           0.142,           0.003,           0.126,           0.111,           0.053,           0.087,           0.050,           0.048,           0.037,           0.034,           0.027,           0.019,           0.015,           0.336,           0.010,           0.010,           0.008,           0.000,           0.005,           0.002,           0.001,           0.000,           0.000,           0.000,           0.021,           0.014,           0.014,           0.013,           0.010,           0.000,           0.008,           0.000
     160,          2.650000,           0.512,           0.526,           0.523,           0.507,           0.355,           0.012,           0.500,           0.486,           0.474,           0.459,           0.438,           0.405,           0.374,           0.349,           0.332,           0.314,           0.300,           0.279,           0.261,           0.231,           0.192,           0.159,           0.131,           0.003,           0.117,           0.102,           0.051,           0.080,           0.044,           0.043,           0.032,           0.029,           0.023,           0.016,           0.013,           0.321,           0.009,           0.009,           0.008,           0.000,           0.004,           0.002,           0.001,           0.000,           0.000,           0.000,           0.020,           0.013,           0.014,           0.012,           0.009,           0.000,           0.008,           0.000
     161,          2.666667,           0.494,           0.507,           0.505,           0.490,           0.394,           0.012,           0.482,           0.468,           0.456,           0.441,           0.421,           0.388,           0.358,           0.333,           0.317,           0.300,           0.286,           0.265,           0.248,           0.218,           0.180,           0.148,           0.122,           0.003,           0.109,           0.095,           0.047,           0.072,           0.039,           0.038,           0.028,           0.025,           0.019,           0.014,           0.012,           0.306,           0.008,           0.008,           0.007,           0.000,           0.004,           0.003,           0.001,           0.000,           0.000,           0.000,           0.019,           0.012,           0.013,           0.012,           0.009,           0.000,           0.007,           0.000
     162,          2.683333,           0.476,           0.488,           0.486,           0.475,           0.343,           0.037,           0.464,           0.451,           0.439,           0.425,           0.404,           0.372,           0.342,           0.317,           0.303,           0.286,           0.272,           0.252,           0.235,           0.205,           0.168,           0.138,           0.113,           0.003,           0.101,           0.088,           0.049,           0.066,           0.035,           0.034,           0.024,           0.022,           0.016,           0.012,           0.010,           0.292,           0.007,           0.007,           0.007,           0.000,           0.004,           0.003,           0.001,           0.000,           0.000,           0.000,           0.018,           0.012,           0.012,           0.011,           0.009,           0.000,           0.006,           0.000
     163,          2.700000,           0.459,           0.471,           0.467,           0.443,           0.317,           0.028,           0.447,           0.434,           0.423,           0.408,           0.388,           0.357,           0.327,           0.302,           0.289,           0.272,           0.259,           0.239,           0.223,           0.193,           0.157,           0.127,           0.104,           0.003,           0.094,           0.081,           0.151,           0.059,           0.031,           0.030,           0.020,           0.019,           0.013,           0.010,           0.009,           0.278,           0.007,           0.007,           0.006,           0.000,           0.004,           0.002,           0.001,           0.000,           0.000,           0.000,           0.017,           0.011,           0.012,           0.011,           0.009,           0.000,           0.006,           0.000
     164,          2.716667,           0.442,           0.454,           0.446,           0.436,           0.350,           0.028,           0.431,           0.418,           0.406,           0.392,           0.373,           0.341,           0.312,           0.288,           0.277,           0.259,           0.246,           0.227,           0.211,           0.183,           0.147,           0.119,           0.097,           0.003,           0.088,           0.076,           0.045,           0.055,           0.028,           0.027,           0.017,           0.015,           0.011,           0.008,           0.008,           0.265,           0.006,           0.006,           0.005,           0.000,           0.004,           0.002,           0.001,           0.000,           0.000,           0.000,           0.016,           0.011,           0.011,           0.010,           0.008,           0.000,           0.005,           0.000
     165,          2.733334,           0.426,           0.437,           0.437,           0.423,           0.309,           0.016,           0.415,           0.402,           0.390,           0.376,           0.358,           0.326,           0.298,           0.274,           0.264,           0.247,           0.234,           0.215,           0.200,           0.172,           0.138,           0.111,           0.090,           0.003,           0.082,           0.069,           0.045,           0.050,           0.024,           0.024,           0.014,           0.012,           0.009,           0.007,           0.007,           0.253,           0.005,           0.006,           0.005,           0.000,           0.003,           0.002,           0.001,           0.000,           0.000,           0.000,           0.015,           0.010,           0.011,           0.010,           0.006,           0.000,           0.005,           0.000
     166,          2.750000,           0.410,           0.419,           0.415,           0.403,           0.306,           0.042,           0.399,           0.386,           0.375,           0.361,           0.343,           0.312,           0.285,           0.261,           0.252,           0.234,           0.222,           0.204,           0.189,           0.162,           0.129,           0.103,           0.084,           0.003,           0.077,           0.066,           0.042,           0.045,           0.022,           0.021,           0.008,           0.010,           0.007,           0.006,           0.006,           0.241,           0.004,           0.005,           0.004,           0.000,           0.003,           0.002,           0.001,           0.000,           0.000,           0.000,           0.014,           0.010,           0.010,           0.009,           0.006,           0.000,           0.004,           0.000
     167,          2.766667,           0.394,           0.403,           0.399,           0.386,           0.297,           0.016,           0.384,           0.372,           0.360,           0.347,           0.329,           0.298,           0.271,           0.249,           0.241,           0.223,           0.211,           0.193,           0.179,           0.153,           0.121,           0.096,           0.078,           0.002,           0.072,           0.062,           0.043,           0.041,           0.015,           0.019,           0.005,           0.009,           0.006,           0.005,           0.005,           0.229,           0.004,           0.005,           0.004,           0.000,           0.003,           0.002,           0.001,           0.000,           0.000,           0.000,           0.013,           0.010,           0.010,           0.009,           0.005,           0.000,           0.004,           0.000
     168,          2.783334,           0.380,           0.388,           0.384,           0.375,           0.315,           0.016,           0.369,           0.358,           0.347,           0.333,           0.315,           0.286,           0.259,           0.237,           0.229,           0.211,           0.200,           0.183,           0.169,           0.144,           0.113,           0.089,           0.073,           0.002,           0.067,           0.057,           0.039,           0.037,           0.019,           0.017,           0.007,           0.009,           0.006,           0.005,           0.004,           0.218,           0.004,           0.004,           0.004,           0.000,           0.002,           0.002,           0.001,           0.000,           0.000,           0.000,           0.012,           0.009,           0.009,           0.008,           0.005,           0.000,           0.004,           0.000
     169,          2.800000,           0.365,           0.373,           0.373,           0.366,           0.295,           0.016,           0.355,           0.344,           0.333,           0.320,           0.302,           0.273,           0.247,           0.225,           0.218,           0.200,           0.191,           0.174,           0.160,           0.136,           0.106,           0.083,           0.068,           0.002,           0.063,           0.053,           0.036,           0.034,           0.017,           0.015,           0.009,           0.008,           0.005,           0.005,           0.002,           0.207,           0.004,           0.004,           0.003,           0.000,           0.002,           0.001,           0.000,           0.000,           0.000,           0.000,           0.011,           0.009,           0.009,           0.008,           0.005,           0.000,           0.004,           0.000
     170,          2.816667,           0.352,           0.358,           0.357,           0.351,           0.267,           0.016,           0.342,           0.330,           0.320,           0.307,           0.289,           0.261,           0.235,           0.214,           0.208,           0.191,           0.182,           0.165,           0.152,           0.128,           0.099,           0.078,           0.064,           0.002,           0.059,           0.050,           0.032,           0.031,           0.016,           0.014,           0.008,           0.007,           0.005,           0.005,           0.002,           0.197,           0.004,           0.003,           0.003,           0.000,           0.002,           0.001,           0.001,           0.000,           0.000,           0.000,           0.011,           0.008,           0.008,           0.007,           0.004,           0.000,           0.003,           0.000
     171,          2.833333,           0.338,           0.344,           0.341,           0.334,           0.240,           0.016,           0.328,           0.317,           0.306,           0.294,           0.277,           0.249,           0.224,           0.203,           0.199,           0.182,           0.173,           0.157,           0.144,           0.121,           0.093,           0.073,           0.060,           0.001,           0.056,           0.046,           0.029,           0.028,           0.011,           0.013,           0.007,           0.007,           0.005,           0.005,           0.002,           0.188,           0.004,           0.003,           0.003,           0.000,           0.002,           0.001,           0.000,           0.000,           0.000,           0.000,           0.010,           0.008,           0.008,           0.007,           0.004,           0.000,           0.003,           0.000
     172,          2.850000,           0.324,           0.330,           0.327,           0.320,           0.212,           0.016,           0.316,           0.304,           0.294,           0.282,           0.265,           0.237,           0.213,           0.193,           0.192,           0.173,           0.165,           0.149,           0.136,           0.114,           0.087,           0.069,           0.057,           0.001,           0.052,           0.043,           0.027,           0.026,           0.014,           0.012,           0.007,           0.006,           0.005,           0.005,           0.002,           0.179,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.001,           0.000,           0.000,           0.000,           0.009,           0.007,           0.007,           0.006,           0.004,           0.000,           0.003,           0.000
     173,          2.866667,           0.312,           0.317,           0.314,           0.304,           0.205,           0.016,           0.303,           0.293,           0.282,           0.270,           0.254,           0.227,           0.205,           0.187,           0.186,           0.164,           0.157,           0.141,           0.129,           0.107,           0.081,           0.064,           0.053,           0.001,           0.049,           0.041,           0.025,           0.024,           0.010,           0.011,           0.006,           0.006,           0.005,           0.005,           0.004,           0.171,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.000,           0.000,           0.000,           0.000,           0.009,           0.007,           0.007,           0.006,           0.004,           0.000,           0.003,           0.000
     174,          2.883333,           0.300,           0.304,           0.302,           0.291,           0.203,           0.016,           0.292,           0.281,           0.271,           0.259,           0.243,           0.218,           0.198,           0.180,           0.179,           0.154,           0.149,           0.134,           0.122,           0.101,           0.076,           0.060,           0.050,           0.001,           0.046,           0.039,           0.023,           0.022,           0.008,           0.010,           0.006,           0.006,           0.005,           0.005,           0.004,           0.162,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.000,           0.000,           0.000,           0.000,           0.008,           0.007,           0.006,           0.006,           0.004,           0.000,           0.003,           0.000
     175,          2.900000,           0.288,           0.292,           0.290,           0.280,           0.200,           0.016,           0.280,           0.270,           0.260,           0.249,           0.234,           0.210,           0.189,           0.173,           0.172,           0.146,           0.142,           0.127,           0.116,           0.095,           0.072,           0.056,           0.047,           0.001,           0.044,           0.036,           0.022,           0.021,           0.012,           0.009,           0.006,           0.006,           0.005,           0.005,           0.004,           0.154,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.001,           0.000,           0.000,           0.000,           0.008,           0.006,           0.006,           0.006,           0.004,           0.000,           0.003,           0.000
     176,          2.916667,           0.277,           0.280,           0.278,           0.271,           0.197,           0.016,           0.269,           0.259,           0.250,           0.239,           0.224,           0.202,           0.182,           0.165,           0.164,           0.138,           0.136,           0.121,           0.110,           0.090,           0.067,           0.053,           0.044,           0.001,           0.041,           0.034,           0.020,           0.019,           0.009,           0.009,           0.006,           0.006,           0.005,           0.005,           0.004,           0.145,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.000,           0.000,           0.000,           0.000,           0.007,           0.006,           0.006,           0.005,           0.004,           0.000,           0.003,           0.000
     177,          2.933333,           0.266,           0.269,           0.266,           0.260,           0.193,           0.016,           0.259,           0.249,           0.240,           0.229,           0.215,           0.193,           0.174,           0.156,           0.155,           0.134,           0.130,           0.115,           0.104,           0.085,           0.063,           0.049,           0.041,           0.001,           0.039,           0.032,           0.019,           0.018,           0.011,           0.008,           0.006,           0.006,           0.005,           0.005,           0.003,           0.135,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.000,           0.000,           0.000,           0.000,           0.007,           0.006,           0.006,           0.005,           0.004,           0.000,           0.003,           0.000
     178,          2.950000,           0.256,           0.258,           0.256,           0.250,           0.189,           0.016,           0.249,           0.239,           0.231,           0.221,           0.207,           0.185,           0.165,           0.148,           0.148,           0.131,           0.123,           0.109,           0.099,           0.080,           0.059,           0.046,           0.039,           0.002,           0.037,           0.030,           0.018,           0.017,           0.010,           0.008,           0.006,           0.006,           0.005,           0.005,           0.003,           0.132,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.001,           0.000,           0.000,           0.000,           0.007,           0.005,           0.005,           0.005,           0.004,           0.000,           0.003,           0.000
     179,          2.966667,           0.249,           0.255,           0.245,           0.240,           0.185,           0.016,           0.239,           0.230,           0.222,           0.212,           0.198,           0.177,           0.158,           0.142,           0.142,           0.126,           0.117,           0.103,           0.094,           0.076,           0.056,           0.044,           0.037,           0.001,           0.035,           0.029,           0.017,           0.016,           0.008,           0.008,           0.006,           0.006,           0.004,           0.004,           0.003,           0.127,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.001,           0.000,           0.000,           0.000,           0.006,           0.005,           0.005,           0.005,           0.004,           0.000,           0.003,           0.000
     180,          2.983334,           0.246,           0.256,           0.237,           0.230,           0.182,           0.016,           0.231,           0.222,           0.214,           0.204,           0.191,           0.170,           0.152,           0.137,           0.137,           0.120,           0.110,           0.098,           0.089,           0.071,           0.052,           0.041,           0.035,           0.001,           0.033,           0.027,           0.016,           0.015,           0.005,           0.007,           0.006,           0.006,           0.004,           0.004,           0.003,           0.121,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.000,           0.000,           0.000,           0.000,           0.006,           0.005,           0.005,           0.005,           0.004,           0.000,           0.003,           0.000
     181,          3.000000,           0.250,           0.206,           0.232,           0.222,           0.178,           0.016,           0.224,           0.215,           0.206,           0.196,           0.183,           0.163,           0.147,           0.132,           0.132,           0.115,           0.104,           0.093,           0.084,           0.068,           0.049,           0.038,           0.033,           0.001,           0.031,           0.026,           0.015,           0.015,           0.005,           0.007,           0.005,           0.005,           0.004,           0.004,           0.003,           0.116,           0.003,           0.003,           0.003,           0.000,           0.002,           0.001,           0.001,           0.000,           0.000,           0.000,           0.006,           0.005,           0.005,           0.005,           0.004,           0.000,           0.003,           0.000
